;school;sex;age;address;Pstatus;guardian;traveltime;studytime;failures;paid;internet;health;absences;G1;G2;G3;approved
78;GP;M;17.0;U;T;mother;2.0;1.0;3.0;no;yes;3.0;2.0;8.0;8.0;10.0;1.0
79;GP;F;16.0;U;T;mother;1.0;2.0;0.0;no;yes;3.0;12.0;5.0;5.0;5.0;1.0
80;GP;M;15.0;U;T;father;1.0;1.0;0.0;yes;yes;3.0;2.0;10.0;12.0;12.0;0.0
81;GP;M;15.0;U;T;mother;1.0;3.0;0.0;yes;yes;5.0;4.0;11.0;10.0;11.0;1.0
82;GP;F;15.0;U;T;mother;1.0;2.0;0.0;yes;yes;5.0;10.0;7.0;6.0;6.0;1.0
83;GP;M;15.0;U;T;mother;2.0;2.0;0.0;yes;yes;4.0;4.0;15.0;15.0;15.0;0.0
84;GP;F;15.0;U;T;father;1.0;2.0;0.0;no;yes;4.0;2.0;9.0;10.0;10.0;0.0
85;GP;F;15.0;U;T;father;2.0;2.0;2.0;yes;yes;5.0;6.0;7.0;9.0;8.0;1.0
86;GP;F;16.0;U;T;mother;1.0;2.0;0.0;no;no;2.0;4.0;8.0;7.0;6.0;1.0
87;GP;F;15.0;U;T;mother;1.0;3.0;0.0;no;yes;1.0;4.0;13.0;14.0;14.0;0.0
88;GP;M;16.0;U;T;father;2.0;2.0;1.0;yes;yes;3.0;12.0;11.0;10.0;10.0;0.0
89;GP;M;16.0;U;A;mother;1.0;2.0;0.0;no;no;5.0;18.0;8.0;6.0;7.0;1.0
90;GP;F;16.0;U;T;mother;1.0;3.0;0.0;yes;yes;4.0;0.0;7.0;7.0;8.0;0.0
91;GP;F;15.0;U;T;mother;1.0;1.0;0.0;yes;yes;1.0;4.0;16.0;17.0;18.0;1.0
92;GP;F;16.0;U;T;father;1.0;2.0;0.0;no;no;2.0;4.0;7.0;6.0;6.0;1.0
93;GP;F;16.0;U;T;mother;2.0;2.0;0.0;yes;yes;1.0;0.0;11.0;10.0;10.0;1.0
94;GP;M;15.0;U;T;mother;1.0;4.0;0.0;no;yes;4.0;6.0;11.0;13.0;14.0;1.0
95;GP;F;15.0;R;T;mother;2.0;4.0;1.0;yes;yes;1.0;2.0;7.0;10.0;10.0;1.0
96;GP;M;16.0;R;T;mother;2.0;1.0;0.0;no;yes;4.0;2.0;11.0;15.0;15.0;1.0
97;GP;F;16.0;U;T;mother;1.0;2.0;0.0;yes;no;5.0;2.0;8.0;9.0;10.0;0.0
98;GP;F;16.0;U;T;mother;1.0;1.0;0.0;no;yes;1.0;6.0;11.0;14.0;14.0;0.0
99;GP;F;16.0;U;T;mother;1.0;3.0;0.0;yes;yes;3.0;0.0;7.0;9.0;8.0;1.0
100;GP;M;16.0;U;T;mother;1.0;1.0;0.0;yes;yes;4.0;14.0;7.0;7.0;5.0;1.0
101;GP;M;16.0;U;T;father;1.0;3.0;0.0;no;yes;4.0;0.0;16.0;17.0;17.0;0.0
102;GP;M;15.0;U;T;mother;1.0;1.0;0.0;no;yes;5.0;4.0;10.0;13.0;14.0;1.0
103;GP;F;15.0;U;T;mother;2.0;2.0;0.0;yes;yes;2.0;26.0;7.0;6.0;6.0;1.0
104;GP;M;15.0;U;A;mother;1.0;2.0;0.0;yes;yes;1.0;0.0;16.0;18.0;18.0;0.0
105;GP;F;15.0;U;A;father;1.0;4.0;0.0;no;no;4.0;10.0;10.0;11.0;11.0;1.0
106;GP;F;15.0;U;T;mother;1.0;4.0;0.0;yes;yes;3.0;8.0;7.0;8.0;8.0;1.0
107;GP;M;16.0;U;T;father;1.0;3.0;0.0;no;yes;5.0;2.0;16.0;18.0;18.0;1.0
108;GP;M;15.0;R;T;father;4.0;4.0;0.0;yes;yes;1.0;6.0;10.0;13.0;13.0;1.0
109;GP;F;16.0;U;T;mother;1.0;3.0;0.0;yes;yes;4.0;4.0;14.0;15.0;16.0;1.0
110;GP;M;15.0;U;A;mother;1.0;1.0;0.0;no;yes;4.0;6.0;18.0;19.0;19.0;1.0
111;GP;F;16.0;R;T;father;1.0;3.0;1.0;no;yes;2.0;0.0;7.0;10.0;10.0;1.0
112;GP;F;16.0;U;T;mother;1.0;2.0;1.0;no;yes;5.0;6.0;10.0;13.0;13.0;0.0
113;GP;M;15.0;U;T;mother;1.0;1.0;0.0;no;yes;3.0;10.0;18.0;19.0;19.0;1.0
114;GP;M;15.0;R;T;mother;1.0;2.0;0.0;no;yes;5.0;8.0;9.0;9.0;9.0;1.0
115;GP;M;16.0;U;T;father;1.0;2.0;0.0;no;yes;5.0;2.0;15.0;15.0;16.0;1.0
116;GP;M;15.0;U;T;father;2.0;2.0;0.0;no;no;2.0;2.0;11.0;13.0;14.0;0.0
117;GP;M;16.0;U;T;father;2.0;1.0;0.0;no;yes;5.0;0.0;13.0;14.0;13.0;1.0
118;GP;M;17.0;R;T;father;3.0;2.0;1.0;no;yes;5.0;20.0;9.0;7.0;8.0;1.0
119;GP;M;15.0;U;T;father;1.0;1.0;0.0;no;yes;4.0;6.0;14.0;13.0;13.0;1.0
120;GP;F;15.0;U;T;mother;1.0;2.0;0.0;no;yes;1.0;2.0;16.0;15.0;15.0;1.0
121;GP;M;15.0;U;T;father;1.0;4.0;0.0;yes;yes;5.0;6.0;16.0;14.0;15.0;0.0
122;GP;F;16.0;U;T;father;2.0;2.0;0.0;yes;yes;5.0;2.0;13.0;13.0;13.0;0.0
123;GP;M;16.0;U;T;mother;1.0;1.0;0.0;no;yes;5.0;18.0;14.0;11.0;13.0;1.0
124;GP;F;16.0;U;T;mother;1.0;2.0;0.0;yes;yes;5.0;0.0;8.0;7.0;8.0;1.0
125;GP;M;15.0;U;T;father;1.0;1.0;0.0;no;yes;5.0;0.0;13.0;13.0;12.0;0.0
126;GP;F;15.0;U;A;mother;1.0;2.0;0.0;no;yes;1.0;0.0;7.0;10.0;11.0;0.0
127;GP;F;19.0;U;T;other;1.0;2.0;3.0;no;no;5.0;2.0;7.0;8.0;9.0;1.0
128;GP;M;18.0;R;T;mother;1.0;1.0;2.0;no;yes;4.0;0.0;7.0;4.0;0.0;0.0
129;GP;M;16.0;R;T;mother;1.0;1.0;0.0;yes;yes;4.0;8.0;18.0;18.0;18.0;0.0
130;GP;F;15.0;R;T;father;2.0;3.0;2.0;no;yes;5.0;0.0;12.0;0.0;0.0;1.0
131;GP;F;15.0;U;T;mother;3.0;1.0;0.0;no;yes;4.0;0.0;8.0;0.0;0.0;0.0
132;GP;F;17.0;U;T;father;1.0;1.0;0.0;no;yes;5.0;12.0;10.0;13.0;12.0;0.0
133;GP;F;16.0;U;A;father;1.0;1.0;0.0;no;yes;5.0;16.0;12.0;11.0;11.0;0.0
134;GP;M;15.0;R;T;mother;4.0;2.0;0.0;no;no;5.0;0.0;9.0;0.0;0.0;0.0
135;GP;F;15.0;U;T;mother;1.0;3.0;0.0;no;yes;5.0;0.0;11.0;0.0;0.0;0.0
136;GP;M;17.0;R;T;mother;3.0;2.0;0.0;no;no;5.0;0.0;10.0;0.0;0.0;1.0
137;GP;F;16.0;U;A;other;2.0;1.0;2.0;no;yes;5.0;0.0;4.0;0.0;0.0;1.0
138;GP;M;16.0;U;T;mother;1.0;2.0;1.0;no;no;5.0;0.0;14.0;12.0;12.0;0.0
139;GP;F;15.0;U;T;mother;2.0;1.0;0.0;no;yes;5.0;0.0;16.0;16.0;15.0;0.0
140;GP;M;15.0;U;T;father;2.0;4.0;0.0;no;yes;3.0;0.0;7.0;9.0;0.0;1.0
141;GP;M;16.0;U;T;father;2.0;1.0;2.0;no;yes;2.0;8.0;9.0;9.0;9.0;1.0
142;GP;F;15.0;U;T;mother;1.0;3.0;0.0;yes;yes;5.0;2.0;9.0;11.0;11.0;0.0
143;GP;F;16.0;U;T;mother;1.0;1.0;0.0;no;yes;1.0;2.0;14.0;14.0;13.0;1.0
144;GP;M;17.0;U;T;mother;1.0;1.0;3.0;no;yes;5.0;0.0;5.0;0.0;0.0;0.0
145;GP;F;15.0;U;T;father;1.0;2.0;0.0;yes;yes;5.0;0.0;8.0;11.0;11.0;1.0
146;GP;F;15.0;U;T;father;1.0;2.0;3.0;no;yes;3.0;0.0;6.0;7.0;0.0;0.0
147;GP;F;15.0;U;T;mother;1.0;2.0;0.0;yes;yes;5.0;2.0;10.0;11.0;11.0;1.0
148;GP;M;16.0;U;T;mother;1.0;1.0;0.0;no;yes;5.0;0.0;7.0;6.0;0.0;0.0
149;GP;M;15.0;U;A;mother;4.0;1.0;3.0;no;yes;5.0;0.0;8.0;9.0;10.0;1.0
150;GP;M;18.0;U;T;mother;1.0;1.0;3.0;no;yes;4.0;0.0;6.0;5.0;0.0;1.0
151;GP;M;16.0;U;T;mother;1.0;1.0;1.0;no;no;5.0;6.0;12.0;13.0;14.0;0.0
152;GP;F;15.0;R;T;other;2.0;3.0;2.0;yes;yes;3.0;8.0;10.0;10.0;10.0;1.0
153;GP;M;19.0;U;T;mother;1.0;1.0;3.0;no;yes;4.0;0.0;5.0;0.0;0.0;0.0
154;GP;F;17.0;U;T;mother;1.0;1.0;0.0;no;no;4.0;0.0;11.0;11.0;12.0;1.0
155;GP;M;15.0;R;T;mother;1.0;2.0;0.0;yes;no;1.0;2.0;11.0;8.0;8.0;1.0
156;GP;M;17.0;R;T;mother;1.0;1.0;0.0;no;no;5.0;8.0;16.0;12.0;13.0;1.0
157;GP;F;18.0;R;T;mother;3.0;1.0;3.0;no;no;4.0;6.0;9.0;8.0;10.0;1.0
158;GP;M;16.0;R;T;mother;3.0;1.0;0.0;no;no;3.0;2.0;17.0;15.0;15.0;0.0
159;GP;M;16.0;U;T;father;1.0;2.0;1.0;yes;yes;5.0;4.0;10.0;12.0;12.0;0.0
160;GP;M;17.0;R;T;mother;2.0;1.0;2.0;no;yes;5.0;0.0;7.0;6.0;0.0;0.0
161;GP;M;15.0;R;T;mother;2.0;2.0;2.0;no;yes;3.0;6.0;5.0;9.0;7.0;1.0
162;GP;M;16.0;U;T;mother;2.0;1.0;1.0;no;no;5.0;0.0;7.0;0.0;0.0;0.0
163;GP;M;17.0;U;T;father;1.0;1.0;0.0;no;yes;2.0;2.0;10.0;10.0;10.0;0.0
164;GP;M;17.0;R;T;mother;4.0;2.0;3.0;no;no;5.0;0.0;5.0;8.0;7.0;1.0
165;GP;M;16.0;U;T;mother;2.0;1.0;1.0;no;no;2.0;16.0;12.0;11.0;12.0;1.0
166;GP;M;16.0;U;T;father;1.0;2.0;0.0;no;yes;4.0;4.0;10.0;10.0;10.0;0.0
167;GP;F;16.0;U;T;father;1.0;2.0;0.0;yes;yes;3.0;0.0;14.0;15.0;16.0;1.0
168;GP;F;16.0;U;T;mother;1.0;2.0;0.0;yes;yes;4.0;0.0;6.0;7.0;0.0;0.0
169;GP;F;16.0;U;T;mother;1.0;2.0;0.0;yes;yes;3.0;0.0;14.0;14.0;14.0;1.0
170;GP;M;16.0;U;T;father;3.0;1.0;2.0;no;yes;2.0;0.0;6.0;5.0;0.0;1.0
171;GP;M;16.0;U;T;mother;2.0;2.0;0.0;yes;yes;3.0;2.0;13.0;15.0;16.0;0.0
172;GP;M;17.0;U;T;mother;1.0;2.0;0.0;yes;yes;5.0;0.0;13.0;11.0;10.0;0.0
173;GP;F;16.0;U;T;mother;1.0;2.0;3.0;no;yes;3.0;0.0;8.0;7.0;0.0;0.0
174;GP;F;16.0;U;T;mother;2.0;2.0;0.0;yes;yes;4.0;4.0;10.0;11.0;9.0;1.0
175;GP;M;17.0;U;T;mother;2.0;2.0;0.0;yes;yes;4.0;4.0;10.0;9.0;9.0;0.0
176;GP;F;16.0;U;T;mother;2.0;2.0;0.0;yes;yes;5.0;2.0;13.0;13.0;11.0;0.0
177;GP;M;17.0;U;T;father;1.0;2.0;0.0;no;yes;4.0;4.0;6.0;5.0;6.0;1.0
178;GP;M;16.0;R;T;mother;1.0;1.0;0.0;no;yes;3.0;10.0;10.0;8.0;9.0;0.0
179;GP;M;17.0;U;T;mother;1.0;2.0;0.0;no;yes;2.0;4.0;10.0;10.0;11.0;1.0
180;GP;M;16.0;U;T;mother;1.0;2.0;0.0;yes;yes;3.0;10.0;9.0;8.0;8.0;1.0
181;GP;M;16.0;U;T;mother;1.0;2.0;0.0;yes;yes;3.0;2.0;12.0;13.0;12.0;0.0
182;GP;F;17.0;U;T;father;1.0;2.0;0.0;no;no;5.0;0.0;16.0;17.0;17.0;1.0
183;GP;F;17.0;U;T;mother;1.0;2.0;0.0;no;yes;1.0;56.0;9.0;9.0;8.0;1.0
184;GP;F;16.0;U;T;mother;1.0;2.0;0.0;yes;yes;1.0;14.0;12.0;13.0;12.0;1.0
185;GP;M;17.0;U;T;mother;1.0;2.0;0.0;no;yes;4.0;12.0;12.0;12.0;11.0;1.0
186;GP;M;16.0;U;T;mother;1.0;1.0;0.0;yes;yes;3.0;2.0;11.0;12.0;11.0;0.0
187;GP;M;16.0;U;T;mother;1.0;2.0;0.0;yes;yes;5.0;0.0;15.0;15.0;15.0;1.0
188;GP;F;17.0;U;A;mother;1.0;2.0;0.0;no;yes;3.0;6.0;8.0;7.0;9.0;1.0
189;GP;M;17.0;R;T;mother;1.0;2.0;0.0;no;no;3.0;4.0;8.0;9.0;10.0;0.0
190;GP;F;16.0;U;T;mother;1.0;2.0;0.0;no;yes;2.0;10.0;11.0;12.0;13.0;0.0
191;GP;F;17.0;U;T;mother;1.0;2.0;0.0;no;yes;3.0;0.0;8.0;8.0;9.0;1.0
192;GP;M;17.0;U;T;other;2.0;2.0;0.0;yes;yes;5.0;12.0;7.0;8.0;8.0;1.0
193;GP;M;16.0;R;T;mother;1.0;1.0;0.0;no;yes;5.0;8.0;8.0;9.0;10.0;1.0
194;GP;M;16.0;U;T;father;2.0;1.0;0.0;no;yes;3.0;0.0;13.0;14.0;14.0;1.0
195;GP;F;17.0;U;T;father;1.0;2.0;0.0;no;yes;5.0;0.0;14.0;15.0;15.0;1.0
196;GP;M;17.0;U;T;mother;1.0;1.0;0.0;no;yes;5.0;4.0;17.0;15.0;16.0;0.0
197;GP;M;16.0;R;T;father;3.0;1.0;0.0;yes;yes;3.0;8.0;9.0;9.0;10.0;1.0
198;GP;F;17.0;U;T;mother;2.0;1.0;1.0;no;yes;2.0;24.0;18.0;18.0;18.0;1.0
199;GP;F;16.0;U;T;mother;1.0;2.0;0.0;yes;yes;3.0;0.0;9.0;9.0;10.0;1.0
200;GP;F;16.0;U;T;mother;1.0;2.0;0.0;no;yes;2.0;2.0;16.0;16.0;16.0;1.0
201;GP;F;16.0;U;T;mother;1.0;2.0;0.0;yes;no;4.0;6.0;8.0;10.0;10.0;0.0
202;GP;F;17.0;U;T;mother;1.0;2.0;0.0;yes;no;1.0;4.0;9.0;9.0;10.0;1.0
203;GP;F;17.0;R;T;mother;1.0;1.0;0.0;no;yes;3.0;18.0;7.0;6.0;6.0;0.0
204;GP;F;16.0;R;T;mother;2.0;4.0;0.0;yes;yes;5.0;6.0;10.0;10.0;11.0;0.0
205;GP;F;17.0;U;T;mother;1.0;3.0;1.0;yes;yes;5.0;28.0;10.0;9.0;9.0;1.0
206;GP;F;16.0;U;A;mother;1.0;2.0;3.0;yes;yes;4.0;5.0;7.0;7.0;7.0;1.0
207;GP;F;16.0;U;T;mother;1.0;2.0;0.0;yes;yes;1.0;10.0;11.0;12.0;13.0;0.0
208;GP;F;16.0;U;T;mother;2.0;1.0;0.0;yes;no;5.0;6.0;9.0;9.0;10.0;0.0
209;GP;F;17.0;R;T;mother;2.0;3.0;0.0;yes;yes;4.0;6.0;7.0;7.0;7.0;1.0
210;GP;F;19.0;U;T;other;1.0;4.0;0.0;yes;yes;3.0;10.0;8.0;8.0;8.0;1.0
211;GP;M;17.0;U;T;mother;1.0;2.0;0.0;yes;yes;3.0;13.0;12.0;12.0;13.0;0.0
212;GP;F;16.0;U;A;mother;1.0;2.0;0.0;yes;yes;4.0;0.0;12.0;13.0;14.0;1.0
213;GP;M;18.0;U;T;mother;1.0;2.0;1.0;yes;yes;5.0;15.0;6.0;7.0;8.0;1.0
214;GP;F;17.0;R;T;mother;1.0;1.0;0.0;yes;no;3.0;12.0;8.0;10.0;10.0;0.0
215;GP;F;17.0;U;T;mother;2.0;2.0;0.0;yes;yes;1.0;2.0;14.0;15.0;15.0;0.0
216;GP;F;17.0;U;T;mother;1.0;2.0;2.0;yes;yes;1.0;22.0;6.0;6.0;4.0;0.0
217;GP;M;18.0;U;T;father;1.0;2.0;1.0;yes;yes;4.0;13.0;6.0;6.0;8.0;1.0
218;GP;F;17.0;U;T;father;2.0;1.0;0.0;yes;no;3.0;3.0;7.0;7.0;8.0;0.0
219;GP;F;17.0;U;T;mother;1.0;3.0;0.0;yes;yes;4.0;4.0;9.0;10.0;10.0;0.0
220;GP;F;17.0;R;T;mother;2.0;2.0;0.0;no;yes;5.0;2.0;6.0;6.0;6.0;1.0
221;GP;F;17.0;U;T;mother;1.0;3.0;1.0;no;no;5.0;0.0;6.0;5.0;0.0;1.0
222;GP;F;16.0;U;T;mother;1.0;2.0;0.0;no;yes;3.0;2.0;16.0;16.0;17.0;1.0
223;GP;M;18.0;U;T;mother;2.0;2.0;0.0;yes;yes;4.0;0.0;12.0;13.0;13.0;0.0
224;GP;F;16.0;U;T;mother;1.0;3.0;0.0;no;yes;5.0;0.0;13.0;13.0;14.0;1.0
225;GP;F;18.0;R;T;mother;1.0;2.0;1.0;no;yes;4.0;16.0;9.0;8.0;7.0;1.0
226;GP;F;17.0;U;T;mother;1.0;2.0;0.0;no;yes;3.0;10.0;16.0;15.0;15.0;0.0
227;GP;M;17.0;U;T;father;1.0;2.0;0.0;yes;yes;3.0;2.0;12.0;11.0;12.0;1.0
228;GP;M;18.0;U;T;mother;4.0;2.0;0.0;yes;yes;3.0;14.0;10.0;8.0;9.0;1.0
229;GP;F;17.0;U;A;mother;2.0;3.0;0.0;no;yes;3.0;10.0;12.0;10.0;12.0;1.0
230;GP;F;17.0;U;T;father;1.0;2.0;0.0;no;yes;3.0;14.0;13.0;13.0;14.0;0.0
231;GP;M;17.0;R;T;father;2.0;2.0;0.0;yes;yes;1.0;4.0;11.0;11.0;11.0;1.0
232;GP;M;17.0;U;T;mother;1.0;2.0;0.0;no;yes;2.0;14.0;11.0;9.0;9.0;0.0
233;GP;M;16.0;U;T;father;1.0;2.0;0.0;yes;yes;1.0;2.0;14.0;13.0;13.0;1.0
234;GP;M;16.0;U;T;mother;2.0;2.0;0.0;yes;yes;5.0;18.0;9.0;7.0;6.0;1.0
235;GP;M;16.0;U;T;mother;2.0;3.0;0.0;no;yes;2.0;10.0;11.0;9.0;10.0;0.0
236;GP;M;17.0;U;T;father;1.0;2.0;0.0;yes;yes;4.0;4.0;14.0;13.0;13.0;1.0
